species,sp_hv,sister_hv,intersection,union,minimal_hv,divergence_time
ruficalyx,12.2624271779309,3.97096624493474,2.56274395622177,13.6706494666439,3.97096624493474,3.66009
ruschiana,0.352610221206683,2.44233678893184,0.176695166157774,2.61825184398075,0.352610221206683,2.4293
sclerophylla,1.69220231195162,1.96678228719364,1.0602354350811,2.59874916406416,1.69220231195162,1.20225
secundiflora,0.993099977910463,9.68863216019208,0.452736754635652,10.2289953834669,0.993099977910463,1.65735
serialis,9.68863216019208,0.993099977910463,0.469309415725128,10.2124227223774,0.993099977910463,1.65735
setosociliata,3.59343127649578,5.25458379891446,1.04080737250033,7.80720770290991,3.59343127649578,3.15149
shepherdii,0.191814680033079,2.88294978148067,0.180991566271136,2.89377289524262,0.191814680033079,1.97987
stenostachya,3.75915123366398,10.9727739724199,1.26407644393049,13.4678487621534,3.75915123366398,7.51608
suberosa,0.000157435331163239,12.3321547066301,0,12.3321547066301,0.000157435331163239,10.85485
tiliifolia,15.6418364684172,3.66737948575973,1.43854938740856,17.8706665667684,3.66737948575973,4.84062
valtheri,1.86732419730081,1.35291543765501,0.0394538995564716,3.18078573539934,1.35291543765501,4.31489
willdenowii,2.61640473184673,5.28149520970425,2.19717676904939,5.7007231725016,2.61640473184673,0.57691
